clusterNum	maxK	pItem	pFeature	clusterAlg	distance	avg_silhouette_width
5	6	0.7	0.7	hc	minkowski	0.79368841
5	7	0.9	1	hc	minkowski	0.791269267
5	5	0.8	0.9	hc	minkowski	0.787244466
5	7	0.9	0.8	hc	minkowski	0.787014191
5	6	0.9	0.9	hc	minkowski	0.786567576
5	5	0.8	0.5	hc	minkowski	0.778036033
5	7	0.8	0.9	hc	minkowski	0.774156198
5	6	0.5	0.9	hc	minkowski	0.772296119
5	6	0.9	0.5	hc	minkowski	0.771712144
5	7	0.7	0.8	hc	minkowski	0.76916104
5	7	0.8	0.5	hc	minkowski	0.767870163
5	5	0.7	1	hc	minkowski	0.766667325
5	5	0.6	0.9	hc	minkowski	0.765992183
5	7	0.9	0.7	hc	manhattan	0.765380521
5	7	0.7	1	hc	minkowski	0.763345345
5	7	0.7	0.6	hc	minkowski	0.761229343
5	5	0.7	0.6	hc	minkowski	0.760530605
5	5	0.6	0.7	hc	minkowski	0.757732353
5	5	0.7	0.8	hc	minkowski	0.755213171
5	7	0.6	0.9	hc	minkowski	0.751826624
5	7	0.6	0.7	hc	minkowski	0.750318777
5	6	0.7	0.5	hc	minkowski	0.746198925
5	7	0.8	1	hc	manhattan	0.745800576
5	5	0.9	0.7	hc	manhattan	0.743182243
5	7	0.9	0.9	hc	manhattan	0.74273488
5	5	0.9	0.9	hc	manhattan	0.742569116
5	7	0.7	0.9	hc	manhattan	0.741989059
5	5	0.8	1	hc	manhattan	0.741144291
5	6	0.9	0.6	hc	manhattan	0.739967249
5	6	0.8	0.9	hc	manhattan	0.734664995
5	6	0.6	0.6	hc	minkowski	0.734412966
5	5	0.5	1	hc	minkowski	0.733703747
5	6	0.9	0.8	hc	manhattan	0.733449494
5	6	0.6	0.8	hc	minkowski	0.732573589
5	7	0.6	0.5	hc	minkowski	0.730286632
5	7	0.5	0.8	hc	minkowski	0.729162723
5	6	0.8	0.7	hc	manhattan	0.725584609
5	5	0.8	0.6	hc	manhattan	0.720181965
5	5	0.9	0.5	hc	manhattan	0.717469428
5	6	0.5	0.7	hc	minkowski	0.716469259
5	6	0.7	1	hc	manhattan	0.715088623
5	7	0.8	0.6	hc	manhattan	0.711542457
5	7	0.7	0.7	hc	manhattan	0.708515817
5	5	0.6	0.5	hc	minkowski	0.708264923
5	5	0.5	0.8	hc	minkowski	0.707930626
5	6	0.8	0.5	hc	manhattan	0.70118751
5	6	0.8	1	pam	minkowski	0.700509093
5	7	0.9	0.5	hc	manhattan	0.699437641
5	6	0.5	0.5	hc	minkowski	0.698316339
5	5	0.7	0.9	hc	manhattan	0.694585822
5	7	0.5	0.6	hc	minkowski	0.692916776
5	5	0.8	0.8	hc	manhattan	0.691836871
5	6	0.9	1	pam	manhattan	0.688216393
5	7	0.6	0.8	hc	manhattan	0.686898194
5	5	0.5	0.6	hc	minkowski	0.686515574
5	5	0.6	0.8	hc	manhattan	0.685098493
5	5	0.7	0.7	hc	manhattan	0.684685504
5	6	0.7	0.6	hc	manhattan	0.683082953
5	7	0.8	0.8	hc	manhattan	0.681695136
5	5	0.6	1	hc	manhattan	0.674052121
5	6	0.6	0.9	hc	manhattan	0.66827796
5	7	0.6	1	hc	manhattan	0.667352339
5	6	0.7	0.8	hc	manhattan	0.66440891
5	7	0.7	0.5	hc	manhattan	0.659449685
5	5	0.6	0.6	hc	manhattan	0.651848723
5	5	0.7	0.5	hc	manhattan	0.645194394
5	6	0.6	0.5	hc	manhattan	0.639089061
5	6	0.6	0.7	hc	manhattan	0.624434865
5	6	0.5	0.6	hc	manhattan	0.615456628
5	6	0.5	1	hc	manhattan	0.604276269
5	5	0.5	0.9	hc	manhattan	0.60064875
5	5	0.7	1	pam	minkowski	0.587821703
5	7	0.8	1	pam	manhattan	0.585805926
5	7	0.5	0.7	hc	manhattan	0.584028486
5	7	0.5	0.9	hc	manhattan	0.570960307
5	7	0.6	0.6	hc	manhattan	0.570720952
5	5	0.5	0.5	hc	manhattan	0.569835433
5	5	0.5	0.7	hc	manhattan	0.56977508
5	6	0.5	0.8	hc	manhattan	0.562054603
5	7	0.5	0.5	hc	manhattan	0.561665887
5	7	0.7	1	pam	minkowski	0.557199182
5	6	0.9	0.9	pam	minkowski	0.545174443
5	5	0.8	1	pam	manhattan	0.502477266
5	5	0.8	0.9	pam	minkowski	0.484428582
5	6	0.7	1	pam	manhattan	0.483693466
5	6	0.6	1	pam	minkowski	0.481848132
5	7	0.9	0.9	pam	manhattan	0.476437155
5	7	0.8	0.9	pam	minkowski	0.462764329
5	5	0.9	0.9	pam	manhattan	0.460720145
5	7	0.5	1	pam	minkowski	0.435361258
5	5	0.6	1	pam	manhattan	0.428692628
5	5	0.9	0.8	pam	minkowski	0.425274209
5	7	0.9	0.8	pam	minkowski	0.42392386
5	5	0.5	1	pam	minkowski	0.417063776
5	7	0.6	1	pam	manhattan	0.406687129
5	6	0.7	0.9	pam	minkowski	0.401915535
5	6	0.8	0.8	pam	minkowski	0.396081311
5	6	0.8	0.9	pam	manhattan	0.394389426
5	5	0.7	0.9	pam	manhattan	0.384845414
5	6	0.5	1	pam	manhattan	0.38477338
5	7	0.7	0.9	pam	manhattan	0.38313186
5	7	0.6	0.9	pam	minkowski	0.377965171
5	5	0.6	0.9	pam	minkowski	0.371117947
5	6	0.9	0.8	pam	manhattan	0.369522993
5	6	0.6	0.9	pam	manhattan	0.368589879
5	7	0.7	0.8	pam	minkowski	0.362577697
5	7	0.8	0.8	pam	manhattan	0.361898138
5	5	0.8	0.8	pam	manhattan	0.357515627
5	5	0.7	0.8	pam	minkowski	0.350810939
5	6	0.5	0.9	pam	minkowski	0.348079739
5	6	0.9	0.7	pam	minkowski	0.337130163
5	6	0.7	0.8	pam	manhattan	0.328628462
5	5	0.8	0.7	pam	minkowski	0.326576955
5	7	0.8	0.7	pam	minkowski	0.324506181
5	5	0.5	0.9	pam	manhattan	0.323785084
5	7	0.9	0.7	pam	manhattan	0.322894287
5	7	0.5	0.9	pam	manhattan	0.319375384
5	6	0.6	0.8	pam	minkowski	0.314544075
5	7	0.6	0.8	pam	manhattan	0.313556511
5	6	0.8	0.7	pam	manhattan	0.310211807
5	6	0.5	0.8	pam	manhattan	0.308808151
5	5	0.9	0.7	pam	manhattan	0.307883365
5	7	0.7	0.7	pam	manhattan	0.30389444
5	6	0.7	0.7	pam	minkowski	0.301055728
5	5	0.5	0.8	pam	minkowski	0.297596785
5	5	0.6	0.8	pam	manhattan	0.297217142
5	6	0.6	0.7	pam	manhattan	0.293096866
5	6	0.9	0.6	pam	manhattan	0.284267767
5	5	0.7	0.7	pam	manhattan	0.284193368
5	7	0.5	0.7	pam	manhattan	0.282564652
5	7	0.8	0.6	pam	manhattan	0.275771487
5	7	0.6	0.7	pam	minkowski	0.274611241
5	6	0.7	0.6	pam	manhattan	0.27208974
5	5	0.8	0.6	pam	manhattan	0.271953235
5	7	0.5	0.8	pam	minkowski	0.27075971
5	5	0.5	0.7	pam	manhattan	0.269355541
5	6	0.8	0.6	pam	minkowski	0.267410576
5	6	0.5	0.7	pam	minkowski	0.26402684
5	5	0.9	0.6	pam	minkowski	0.263793774
5	7	0.9	0.6	pam	minkowski	0.261633334
5	5	0.6	0.6	pam	manhattan	0.260849173
5	6	0.6	0.6	pam	minkowski	0.253906927
5	7	0.6	0.6	pam	manhattan	0.253610942
5	5	0.6	0.7	pam	minkowski	0.248753724
5	5	0.9	0.5	pam	manhattan	0.241660932
5	5	0.7	0.5	pam	manhattan	0.240604723
5	6	0.5	0.6	pam	manhattan	0.240572125
5	7	0.7	0.6	pam	minkowski	0.239235948
5	7	0.5	0.5	pam	manhattan	0.235092183
5	5	0.7	0.6	pam	minkowski	0.229475355
5	5	0.5	0.5	pam	manhattan	0.228497352
5	6	0.8	0.5	pam	manhattan	0.228252803
5	6	0.9	0.5	pam	minkowski	0.22801162
5	6	0.7	0.5	pam	minkowski	0.226195621
5	7	0.5	0.6	pam	minkowski	0.222278112
5	7	0.9	0.5	pam	manhattan	0.221974056
5	7	0.7	0.5	pam	manhattan	0.221196214
5	5	0.8	0.5	pam	minkowski	0.219180512
5	7	0.6	0.5	pam	minkowski	0.219005624
5	5	0.6	0.5	pam	minkowski	0.216998698
5	6	0.6	0.5	pam	manhattan	0.212366466
5	7	0.8	0.5	pam	minkowski	0.207980562
5	5	0.5	0.6	pam	minkowski	0.199569307
5	6	0.5	0.5	pam	minkowski	0.189869431
